rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.866980000293552e-05,0.00018568980000191004,0.00879555300000061,12.938,4.544,3.36
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.1207200000599185e-05,0.00019744899999864175,0.00877328080000052,13.708,4.842,3.426
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.21570000041811e-05,0.00012547740000673003,0.009548318000000791,14.514,14.514,3.368
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.1998799998964385e-05,0.00020690719999970496,0.008629840600000535,14.45,9.27,3.346
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.393320000349377e-05,0.0002319168000078662,0.008353355999999621,13.714,7.08,3.324
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
